Trial,Sat_Config,Total_Rods,Nominal,Reached_Steady_State,Lock_Day,W_Mag(deg/s),Wx,Wy,Wz,q0,q1,q2,q3
437,1.5U,4,No,Yes,2.663755,18.837343,-6.478210,14.125407,10.646651,0.485737,-0.830776,-0.142426,0.231487
438,1.5U,4,Yes,Yes,1.700145,5.796388,3.931728,3.960010,-1.567784,-0.622426,-0.373276,-0.662207,0.186368
439,1.5U,4,No,Yes,5.742076,20.645008,8.688229,-13.518723,12.960522,-0.500919,0.520405,-0.015814,0.691382
440,1.5U,4,Yes,Yes,4.715544,6.015052,4.383918,3.987876,-1.029060,0.449908,-0.449070,-0.426836,0.643219
441,1.5U,4,No,Yes,5.869771,33.989864,-5.853335,-30.145296,14.570879,-0.382115,-0.362833,0.235393,0.816658
442,1.5U,4,No,Yes,5.455662,13.813666,-3.502866,-9.102624,9.782103,0.685101,0.175800,-0.416028,-0.571535
443,1.5U,4,No,Yes,2.344712,24.537270,9.330408,-22.368296,3.831506,-0.280109,0.633881,-0.032242,-0.720204
444,1.5U,4,No,Yes,1.926494,29.377637,16.951658,11.716816,20.938076,-0.032790,0.393095,0.897962,0.195102
445,1.5U,4,No,Yes,3.720205,22.514151,-19.147486,-7.642467,9.047291,0.050402,0.018835,0.191543,-0.980008
446,1.5U,4,No,Yes,5.679877,26.824350,-4.714167,7.784123,-25.233506,-0.158883,-0.019638,0.504065,0.848699
447,1.5U,4,No,Yes,4.653156,10.974253,-1.202732,9.570240,-5.234327,-0.446264,0.681324,-0.081046,-0.574524
448,1.5U,4,No,Yes,6.547214,20.179467,11.049682,16.446393,3.825124,0.083281,0.669602,0.631833,-0.381423
449,1.5U,4,No,Yes,6.642326,19.552080,3.494276,18.588196,-4.955084,0.381241,-0.148481,-0.074355,-0.909440
450,1.5U,4,No,Yes,5.421898,27.314590,12.482678,8.193549,22.872152,0.530039,-0.812766,-0.028927,-0.240071
451,1.5U,4,No,Yes,1.090911,27.054595,5.330238,4.006263,-26.220022,0.498676,0.713140,-0.244452,-0.427780
452,1.5U,4,No,Yes,2.407551,31.025004,-2.496474,12.568640,28.255049,0.272850,0.374940,-0.884216,0.055993
453,1.5U,4,No,Yes,6.704972,31.500386,1.896798,26.481330,16.953338,0.547481,0.631130,0.298445,-0.461379
454,1.5U,4,No,Yes,6.705622,23.404555,8.615649,20.271871,7.911702,-0.247116,0.428069,-0.210198,-0.843509
455,1.5U,4,No,Yes,4.715328,14.428174,-5.976254,-2.138552,-12.956974,-0.413909,-0.048523,0.142054,0.897856
456,1.5U,4,No,Yes,5.421735,8.706457,-4.443952,5.254568,5.333217,0.595614,-0.372314,-0.485545,-0.520454
457,1.5U,4,Yes,Yes,3.752776,6.366746,-4.263741,-4.638850,0.914895,-0.117368,0.305360,0.411756,-0.850551
458,1.5U,4,No,Yes,6.705105,28.208835,22.108347,-17.170884,-3.481401,-0.766053,0.256804,-0.455464,0.373855
459,1.5U,4,No,Yes,5.455637,13.171306,0.885600,6.419865,11.466662,0.195505,0.801383,0.564988,-0.018756
460,1.5U,4,No,Yes,6.446742,30.674123,22.490305,-15.362087,-14.110077,-0.268798,0.029237,-0.931504,-0.243297
461,1.5U,4,No,Yes,0.834616,12.238125,8.865833,-6.768934,5.034902,0.084789,-0.021791,-0.846659,0.524886
462,1.5U,4,No,Yes,2.408748,16.206168,15.792963,2.119958,2.954315,0.423838,0.799818,0.363413,-0.220417
463,1.5U,4,No,Yes,6.384168,28.308054,20.311681,-16.430223,10.900888,0.641120,-0.708025,0.242942,0.169248
464,1.5U,4,No,Yes,1.381776,24.791632,-6.018557,4.978030,-23.529157,0.096898,0.935128,0.217247,0.262584
465,1.5U,4,No,Yes,3.370701,30.304949,14.921906,18.537784,-18.763721,0.063771,0.395883,0.889676,-0.218374
466,1.5U,4,No,Yes,4.715525,14.707420,-3.549617,4.969475,13.379564,0.085664,-0.661340,0.699839,-0.255963
467,1.5U,4,No,Yes,7.446056,26.350657,13.223658,-21.216458,-8.327900,0.568322,-0.490593,-0.652482,0.102934
468,1.5U,4,Yes,Yes,4.396346,3.652966,0.167486,2.918334,-2.190762,0.476240,-0.871559,0.001712,-0.116520
469,1.5U,4,No,Yes,6.705223,24.190369,-23.283509,1.894481,-6.281968,-0.149275,0.935014,0.140134,-0.289530
470,1.5U,4,Yes,Yes,0.130571,0.706098,0.484420,-0.055065,0.510763,-0.242012,0.018057,-0.680057,-0.691829
471,1.5U,4,No,Yes,5.421576,20.521175,-9.585285,-9.246071,-15.612530,0.795805,-0.389487,-0.073802,-0.457763
472,1.5U,4,No,Yes,3.530367,22.481932,21.938126,-1.555463,4.662234,0.007316,0.927369,-0.224495,0.299223
473,1.5U,4,Yes,Yes,1.382135,1.636868,0.209869,0.672392,-1.477558,-0.406621,-0.820999,0.398756,0.040166
474,1.5U,4,No,Yes,5.679705,11.065006,10.451585,-3.026899,2.009133,0.296650,0.180890,-0.169990,-0.922161
475,1.5U,4,Yes,Yes,0.130292,0.309547,0.303192,0.002186,-0.062364,0.165739,-0.116163,0.750071,0.629627
476,1.5U,4,No,Yes,6.419626,24.027684,-7.317494,-18.222994,13.845808,-0.027201,0.775998,-0.627591,0.056714
477,1.5U,4,Yes,Yes,1.540935,7.438666,1.346960,-7.013046,-2.082458,0.163917,0.491924,0.315445,-0.794755
478,1.5U,4,No,Yes,2.406747,32.473805,31.754213,-6.787352,0.387050,0.076684,-0.727282,-0.490258,0.474160
479,1.5U,4,Yes,Yes,0.129872,1.011899,0.502072,0.801006,-0.360908,-0.508920,0.001573,0.838355,-0.195342
480,1.5U,4,No,Yes,5.583300,28.187546,-26.338143,7.028380,-7.172295,0.686918,-0.717125,-0.027920,-0.114443
481,1.5U,4,Yes,Yes,0.415541,0.264381,0.123349,0.233037,0.019391,-0.283012,0.743501,-0.604446,0.041904
482,1.5U,4,No,Yes,6.643190,30.312920,11.571587,22.370530,16.868042,0.699358,0.238967,0.179005,0.649423
483,1.5U,4,No,Yes,2.406558,22.883091,13.935912,17.123166,6.018588,-0.456166,0.879433,0.085144,0.106118
484,1.5U,4,No,Yes,5.422337,18.318749,11.895203,-7.504255,11.737413,-0.533228,0.135334,-0.323334,-0.769940
485,1.5U,4,No,Yes,6.642486,29.828858,-18.139950,6.363519,-22.808082,0.770686,-0.629893,0.014912,0.095164
486,1.5U,4,No,Yes,1.506155,19.417441,2.647428,-15.638390,11.201290,0.128153,-0.759290,-0.092371,0.631287
487,1.5U,4,No,Yes,5.869149,12.384944,-1.840138,10.180595,6.808541,0.485094,-0.560722,-0.412726,-0.529086
488,1.5U,4,No,Yes,2.406017,16.285120,1.550914,-8.810947,-13.607609,0.234419,0.568154,0.185426,-0.766724
489,1.5U,4,No,Yes,1.961424,34.229782,8.272159,-28.273351,-17.431780,-0.170135,-0.697329,0.190536,-0.669689
490,1.5U,4,No,Yes,6.705564,21.196639,-14.921129,-15.048239,0.456008,0.631441,-0.158015,0.531306,-0.542244
491,1.5U,4,No,Yes,5.422387,12.586652,2.870430,-7.420028,9.753339,-0.677908,0.328112,0.654690,-0.064532
492,1.5U,4,No,Yes,6.035456,15.840737,8.754659,4.398101,12.447555,-0.300836,-0.575924,-0.171343,0.740575
493,1.5U,4,No,Yes,7.411843,32.350160,28.373448,14.075321,-6.585257,-0.073584,-0.242793,-0.061936,-0.965298
494,1.5U,4,Yes,Yes,2.791072,2.601580,-2.376034,0.652389,-0.834907,-0.606204,-0.048750,-0.458633,-0.647916
495,1.5U,4,No,Yes,4.716080,10.082212,8.740208,5.016932,0.300257,0.720321,-0.552525,-0.378881,-0.179730
496,1.5U,4,Yes,Yes,4.683973,3.270024,-0.263702,3.218755,0.512965,-0.776670,-0.071686,-0.431666,-0.453111
497,1.5U,4,No,Yes,6.705086,32.144691,25.069051,-20.118750,0.244333,0.177113,0.080883,-0.249838,-0.948509
498,1.5U,4,Yes,Yes,0.515330,7.316878,-5.736389,4.081367,1.993238,-0.207129,-0.230604,0.633372,0.709055
499,1.5U,4,No,Yes,3.369753,33.383375,12.910328,-6.944790,29.992383,0.762274,0.484821,0.388122,0.182344
500,1.5U,4,No,Yes,6.642553,24.278783,-23.238770,3.179683,6.269649,-0.291688,0.598423,-0.746176,0.005357
501,1.5U,4,Yes,Yes,3.690237,7.263376,0.188994,-3.801950,-6.185959,-0.838638,-0.407728,-0.273715,0.235635
502,2U,2,Yes,Yes,3.369049,3.116588,0.007610,1.580473,-2.686107,-0.437625,0.352152,0.794716,-0.229999
503,2U,2,Yes,Yes,0.294488,0.728664,-0.145914,0.340688,0.627369,-0.126825,-0.574234,-0.108314,0.801523
504,2U,2,No,Yes,10.364753,28.393418,-12.869164,-21.605599,-13.182144,0.201043,-0.181168,-0.668817,-0.692418
505,2U,2,No,Yes,8.696514,29.771634,-3.487670,-7.045609,-28.714904,0.613305,0.603078,0.508337,0.041792
506,2U,2,No,Yes,11.487290,29.676080,-10.271875,-22.918875,-15.807703,0.827424,0.163441,-0.518760,0.139804
507,2U,2,Yes,Yes,0.236096,0.532001,0.488213,0.205192,-0.050698,0.366725,0.783416,-0.100900,0.491519
508,2U,2,No,Yes,6.385245,11.390570,3.035448,-3.385959,-10.443487,-0.461480,-0.514767,0.702646,-0.168345
509,2U,2,No,Yes,11.710395,26.455557,-18.213946,18.665668,-4.443142,-0.382463,-0.327872,-0.411824,-0.759357
510,2U,2,No,Yes,9.338546,19.594273,-17.081305,-9.537292,1.097539,-0.725327,-0.196836,0.647195,0.127652
511,2U,2,No,Yes,2.118937,9.427687,7.689329,-5.226314,1.562416,0.633127,-0.644254,-0.144766,0.403894
512,2U,2,Yes,Yes,6.385262,3.755355,-3.076764,-1.548249,-1.496375,-0.285992,0.845157,-0.448254,0.054655
513,2U,2,Yes,Yes,7.700968,3.464037,-3.177336,0.434430,-1.309716,-0.786394,0.464192,0.370730,-0.169323
514,2U,2,No,Yes,7.063068,16.717825,13.963042,-5.340438,-7.483238,0.087677,0.729221,0.649961,-0.195191
515,2U,2,No,Yes,9.338573,17.309660,2.383314,7.053460,15.626672,-0.748144,0.120531,-0.437433,0.484155
516,2U,2,No,Yes,11.329410,28.404812,11.466931,-25.844652,2.719701,-0.859336,-0.387976,0.238111,-0.233067
517,2U,2,No,Yes,6.323645,14.165478,-11.779206,0.039771,-7.868259,-0.258450,0.759449,-0.200299,0.562424
518,2U,2,Yes,Yes,0.296894,0.535911,-0.176276,0.050575,0.503557,-0.381307,-0.286255,0.728733,0.491539
519,2U,2,No,Yes,5.298913,21.646640,9.282694,-19.123765,4.085367,0.352886,-0.082453,-0.153995,0.919216
520,2U,2,No,Yes,5.420196,15.467165,-9.871458,-11.792784,-1.648567,0.753396,0.542680,-0.223999,0.296171
521,2U,2,No,Yes,10.425830,24.717572,5.468410,17.076637,17.013034,-0.060197,0.440527,-0.603343,-0.662035
522,2U,2,No,Yes,3.309539,8.966259,8.791370,-1.757396,0.131071,-0.166370,-0.114911,-0.778358,-0.594370
523,2U,2,Yes,Yes,1.440887,1.183110,-0.973344,-0.243607,0.626904,0.252903,-0.184820,0.674610,0.668418
524,2U,2,No,Yes,7.700612,21.654042,-3.346547,-11.660664,17.936752,-0.699145,-0.243874,-0.616097,0.268600
525,2U,2,No,Yes,5.066644,26.259876,-14.670537,18.739644,-11.098747,0.520528,-0.178371,-0.046804,-0.833693
526,2U,2,Yes,Yes,6.706824,2.689734,-0.091668,-2.540766,0.877938,0.179627,-0.288023,-0.936695,0.085907
527,2U,2,No,Yes,14.344074,34.745637,-21.897651,23.274786,13.639520,0.051364,0.349718,-0.934469,-0.042750
528,2U,2,No,Yes,9.338506,9.925259,-8.010396,2.768493,-5.165245,0.351006,-0.926681,-0.133052,-0.018825
529,2U,2,Yes,Yes,9.338496,7.893421,6.263232,4.303530,2.134864,0.380918,0.497382,0.583672,-0.516565
530,2U,2,No,Yes,10.686988,28.331359,-8.671435,-15.727779,21.911392,0.576762,-0.084607,-0.678323,-0.447286
531,2U,2,No,Yes,11.328818,24.143279,-9.384359,21.068335,7.138416,-0.924163,0.133389,0.050753,-0.354337
532,2U,2,No,Yes,2.594613,14.310605,11.444247,3.604422,-7.799409,-0.155204,0.692296,-0.387255,0.588788
533,2U,2,No,Yes,5.299476,31.029077,7.443819,-5.554082,29.606508,0.285884,0.269438,-0.766114,0.508667
534,2U,2,Yes,Yes,3.309314,6.059350,4.458108,2.929145,-2.874214,0.317957,-0.020861,0.467384,-0.824633
535,2U,2,No,Yes,5.070320,12.675593,6.500145,-9.864585,4.594422,-0.450270,0.215046,-0.535077,0.681693
536,2U,2,Yes,Yes,0.064222,0.278582,0.086247,-0.150553,-0.217952,-0.929184,0.176601,0.088274,0.312468
537,2U,2,No,Yes,9.338458,13.912811,-0.069950,2.211388,-13.735763,-0.424409,0.845049,0.322678,-0.040602
538,2U,2,No,Yes,6.706078,27.384461,13.187377,6.746553,23.032277,-0.388499,0.223870,-0.464359,0.763755
539,2U,2,Yes,Yes,0.893909,3.898371,2.545376,-2.952612,-0.021056,-0.002431,-0.828872,0.147997,0.539502
540,2U,2,No,Yes,5.907321,25.090858,0.681903,-23.518167,8.716764,0.893131,0.415266,-0.098539,-0.141992
541,2U,2,No,Yes,3.440646,18.224382,8.897425,15.112203,4.958348,-0.785668,0.475035,-0.329586,-0.220092
542,2U,2,Yes,Yes,6.706174,2.875012,2.704592,0.015022,0.975014,0.490083,-0.776255,-0.360116,-0.166023
543,2U,2,No,Yes,12.415041,34.904618,-16.315650,-25.121923,-17.917057,0.008249,-0.953970,-0.153643,-0.257424
544,2U,2,No,Yes,8.374453,14.460628,-8.269549,-4.763371,-10.864375,-0.064341,0.774309,-0.034902,0.628560
545,2U,2,Yes,Yes,8.023937,3.020750,-2.663807,-0.724025,-1.226724,0.680202,0.397209,-0.310248,-0.532256
546,2U,2,Yes,Yes,7.604475,3.181893,2.065325,2.384028,-0.418677,-0.704539,-0.489106,0.514197,0.001244
547,2U,2,No,Yes,13.380313,30.230666,-6.707940,24.785968,-15.954701,-0.385243,-0.149480,-0.817778,0.400603
548,2U,2,No,Yes,7.700203,15.705733,-13.222080,8.470258,-0.318403,-0.038778,-0.362594,-0.728692,0.579681
549,2U,2,Yes,Yes,7.062452,1.692951,-0.495075,1.616303,-0.092462,0.000273,-0.382768,0.212734,0.899018
550,2U,2,No,Yes,8.435587,12.861230,7.204589,-8.144038,-6.868755,0.661199,0.147091,0.597812,0.428720
551,2U,2,No,Yes,4.626803,22.402242,-22.105495,1.637271,3.244513,0.122960,-0.317543,-0.311628,0.887094
552,2U,4,Yes,Yes,1.443709,2.076983,-1.112265,-0.631535,1.636426,0.239224,0.420534,-0.788587,-0.379544
553,2U,4,No,Yes,7.444102,31.248486,-10.544087,22.010538,19.514772,0.689242,-0.534827,-0.131062,0.470881
554,2U,4,No,Yes,6.449188,15.312662,6.486151,-13.855549,-0.656674,0.638722,0.607343,-0.047705,0.469991
555,2U,4,No,Yes,7.411988,25.124193,-6.198314,24.000184,4.098435,0.718778,0.505503,0.404054,-0.254097
556,2U,4,No,Yes,4.777639,29.054513,-11.350942,26.709914,1.378879,0.198306,0.447687,-0.778420,0.392826
557,2U,4,No,Yes,6.611306,31.834939,19.740091,-3.092252,24.783666,0.668380,-0.242079,-0.329272,0.621486
558,2U,4,Yes,Yes,2.120666,4.253457,-1.944227,3.103191,-2.163813,-0.242655,0.584713,0.728758,0.261040
559,2U,4,No,Yes,5.360006,19.522044,-1.706636,8.718907,-17.383275,-0.098666,-0.070202,0.941205,0.315388
560,2U,4,No,Yes,5.454121,29.049072,-19.789168,-18.915980,-9.717156,-0.494076,0.404508,0.755926,0.144357
561,2U,4,No,Yes,7.443802,33.431494,16.277136,-24.978181,-15.126469,0.451226,0.263442,0.687949,-0.503705
562,2U,4,Yes,Yes,0.185708,1.247722,0.746994,-0.091969,-0.995164,0.163370,-0.962163,0.149099,0.159131
563,2U,4,No,Yes,5.424015,28.248173,-24.300480,8.662201,-11.507051,-0.526873,0.777837,0.232808,-0.251347
564,2U,4,No,Yes,5.744108,10.580486,-2.384225,8.046708,-6.443031,0.124398,-0.781372,-0.527734,0.308997
565,2U,4,No,Yes,7.541216,24.615919,-14.694260,19.013671,-5.338778,0.326095,0.152761,-0.887363,0.287946
566,2U,4,No,Yes,6.035668,22.486130,-11.390836,2.946869,19.162224,-0.680836,0.675369,-0.165554,0.230066
567,2U,4,No,Yes,5.423852,10.667357,9.365348,3.321021,-3.879897,0.710373,0.074045,-0.025130,-0.699468
568,2U,4,No,Yes,5.454093,10.766403,4.417162,-2.344818,9.534461,-0.673288,0.448855,-0.037062,0.586378
569,2U,4,No,Yes,6.610432,30.663970,-20.884785,0.795471,-22.438182,-0.271981,-0.041870,-0.208513,-0.938507
570,2U,4,No,Yes,5.616257,15.823164,15.531878,2.943575,0.684589,-0.928203,0.294636,-0.111609,0.197920
571,2U,4,Yes,Yes,5.423728,5.910645,-1.511289,4.654104,3.315275,0.128754,-0.813440,-0.565368,0.045796
572,2U,4,No,Yes,4.459690,17.907232,-2.127255,-14.442037,-10.371660,-0.719120,-0.217525,-0.169430,0.637842
573,2U,4,No,Yes,5.743437,16.433892,5.412777,-2.706723,-15.279015,-0.770189,0.156150,0.491868,-0.374823
574,2U,4,No,Yes,4.715030,19.514475,9.976155,0.483294,-16.764770,-0.163370,0.727600,-0.205392,-0.633816
575,2U,4,No,Yes,2.758587,22.630065,-5.521724,-19.500326,10.068151,-0.676481,-0.721071,0.037261,0.145058
576,2U,4,No,Yes,1.927264,22.181619,4.721849,16.529202,14.018339,0.227188,0.798081,0.425613,0.360979
577,2U,4,No,Yes,4.459275,24.848757,11.382590,-14.665601,16.517188,0.162619,-0.368691,-0.649946,-0.644354
578,2U,4,No,Yes,5.615846,30.758505,-12.456593,26.467647,-9.506976,-0.510963,0.214102,-0.402615,-0.728682
579,2U,4,No,Yes,3.370423,14.553845,10.410826,-4.730612,-9.002801,0.345971,-0.454105,-0.655134,0.494866
580,2U,4,No,Yes,4.460162,26.735808,-1.372152,-20.178296,17.485908,-0.701959,-0.673032,-0.128983,-0.194021
581,2U,4,Yes,Yes,4.783859,4.101969,3.390507,2.203859,0.688199,0.439438,-0.632910,-0.555189,0.313186
582,2U,4,No,Yes,3.020019,29.769268,-14.873424,25.776487,0.750539,-0.084677,-0.645651,-0.166802,0.740366
583,2U,4,Yes,Yes,0.580228,4.507200,-3.635688,1.842725,-1.923795,-0.130987,-0.773791,-0.423485,-0.452494
584,2U,4,No,Yes,1.027332,12.348905,-3.812683,-5.774214,10.228262,0.411350,0.795703,-0.428979,0.116729
585,2U,4,No,Yes,5.423271,10.075706,3.088688,8.929320,3.499585,0.115615,-0.503881,-0.758510,-0.396737
586,2U,4,Yes,Yes,0.688226,6.458395,3.437337,-5.467614,-0.027974,-0.192243,0.510405,-0.755964,0.362005
587,2U,4,No,Yes,2.891773,15.919523,15.441936,1.750911,3.451396,0.552378,0.737486,0.018683,0.388130
588,2U,4,Yes,Yes,4.459640,7.791999,-4.985294,-1.477163,5.803454,-0.499437,-0.699119,-0.307817,0.408710
589,2U,4,Yes,Yes,5.073181,3.289088,-2.610392,0.798680,1.834683,-0.169662,-0.498056,0.076281,0.846957
590,2U,4,No,Yes,6.449086,28.644136,-26.266396,-10.910229,3.395571,0.237398,0.163255,-0.744454,-0.602311
591,2U,4,No,Yes,2.120299,19.726263,-16.782316,-9.390001,4.393995,0.411514,0.596513,0.478792,0.495567
592,2U,4,Yes,Yes,2.630716,4.472732,-2.739553,-2.500436,-2.499601,-0.396986,-0.736244,-0.155534,0.525506
593,2U,4,Yes,Yes,0.479003,4.126539,1.034093,1.500427,3.702390,0.446962,0.134609,-0.879897,0.088803
594,2U,4,Yes,Yes,1.541749,7.840608,1.596001,-3.167667,-6.992410,-0.750823,0.603219,-0.104806,0.247807
595,2U,4,No,Yes,4.397054,18.213784,-1.860732,8.527647,15.986208,0.497152,0.552247,-0.385382,0.547123
596,2U,4,Yes,Yes,3.463995,5.277555,4.938193,0.551815,1.778294,-0.179783,-0.760723,0.517347,-0.348326
597,2U,4,No,Yes,6.767828,24.800527,2.750452,21.920699,11.268724,-0.237935,-0.710098,-0.429169,-0.504937
598,2U,4,No,Yes,5.742367,27.944646,17.000323,8.967092,20.285057,-0.339376,-0.460170,0.279483,0.771334
599,2U,4,No,Yes,7.444039,24.567312,-24.325844,-2.324315,2.530546,0.039479,-0.060596,-0.710365,-0.700108
600,2U,4,Yes,Yes,1.381381,1.132855,0.073082,0.608740,-0.952604,0.370764,0.762447,0.190815,-0.494772
601,2U,4,Yes,Yes,0.424139,4.851247,3.755733,-0.094967,3.069211,-0.263388,0.023755,0.916604,-0.299832
602,2U,4,No,Yes,6.386249,16.486408,-12.496612,-10.662375,1.396465,-0.540187,-0.552044,-0.260736,-0.579191
603,2U,4,Yes,Yes,0.291987,2.257559,-1.844301,-0.830930,1.002337,0.922371,-0.083377,0.376869,-0.015815
604,2U,4,No,Yes,5.454197,10.219824,-4.264722,2.395722,-8.973152,0.081145,-0.508098,-0.799793,-0.309166
605,2U,4,No,Yes,1.381360,12.798099,0.024591,-2.811082,12.485534,0.311241,-0.115689,-0.678054,-0.655735
606,2U,4,Yes,Yes,4.459578,8.343412,8.003503,2.151895,0.962196,0.905097,-0.353414,-0.188623,-0.142543
607,2U,4,No,Yes,3.537230,32.345044,-17.943050,-24.489360,-11.158857,0.441807,0.589107,0.674456,0.053567
608,2U,4,No,Yes,6.386964,24.859419,-13.365096,-14.313778,15.312762,0.820350,0.443564,-0.360793,0.010246
609,2U,4,No,Yes,6.387088,25.932703,-15.596499,-2.475415,20.570043,-0.141092,0.087441,-0.393481,-0.904223
610,2U,4,No,Yes,2.347316,11.853397,-7.890737,-5.051864,7.260713,-0.207332,0.640110,-0.621288,0.401588
611,2U,4,No,Yes,5.360177,10.720802,-4.735038,0.629015,9.597883,-0.051879,0.578420,0.796172,0.169852
612,2U,4,Yes,Yes,4.783052,5.021507,-0.026746,3.964018,-3.082430,-0.631519,0.165551,-0.343549,0.675092
613,2U,4,No,Yes,6.831608,27.579844,12.424557,-22.860992,9.146214,0.609169,-0.092884,-0.704271,-0.352545
614,2U,4,No,Yes,2.166869,29.450625,1.673298,-22.760227,-18.614818,-0.449202,0.308799,-0.434866,-0.716765
615,2U,4,No,Yes,7.444122,33.350156,-8.074510,-21.358135,24.307720,-0.202528,0.396323,0.446803,-0.776066
616,2U,4,No,Yes,6.832069,26.991443,14.362700,-20.646624,-9.796315,0.429550,0.155389,0.797364,-0.394402
617,2U,4,No,Yes,2.890424,26.276604,-9.251756,5.059294,24.067997,0.479029,-0.409403,0.248903,0.735505
618,2U,4,Yes,Yes,1.381788,1.568807,-0.932998,0.504548,1.155899,0.788738,0.415356,0.322143,-0.318742
619,2U,4,Yes,Yes,3.464088,7.205119,3.077892,-1.935366,-6.220505,0.513954,-0.523096,-0.188989,-0.653073
620,2U,4,No,Yes,6.449166,28.226832,19.162383,-19.867554,-5.902327,-0.261855,-0.475847,0.088776,0.834937
621,2U,4,No,Yes,4.778687,10.202770,-5.433131,-0.653106,8.611100,-0.603127,0.206598,0.758824,0.133195
622,2U,4,No,Yes,5.360174,23.122981,19.308158,-11.259722,-5.923341,0.111573,0.026082,-0.697721,0.707147
623,2U,4,No,Yes,5.424005,24.630575,20.264217,-7.501930,11.821497,0.754025,-0.368377,0.326615,0.434820
624,2U,4,Yes,Yes,4.459441,3.684116,2.395271,-2.697087,-0.749075,0.322918,0.284419,-0.901657,0.042945
625,2U,4,No,Yes,5.454705,9.188293,-2.398173,-8.075158,-3.669510,0.460026,0.235863,0.783626,0.344493
626,2U,4,Yes,Yes,0.123253,0.479408,0.202032,-0.153671,0.406695,-0.750664,-0.480178,-0.434905,0.129575
627,2U,4,Yes,Yes,0.514486,7.443882,-3.085626,2.929481,-6.108063,-0.828446,0.555328,0.060878,0.039771
628,2U,4,Yes,Yes,0.357867,2.659792,-1.845603,-1.702135,0.878055,0.642444,0.169119,-0.439566,0.604521
629,2U,4,No,Yes,7.669277,33.212946,28.504947,-11.277686,-12.782080,0.496940,-0.660350,0.153951,0.541561
630,2U,4,Yes,Yes,0.194359,1.876053,-0.063664,0.795812,-1.697706,0.360562,-0.039931,0.293877,-0.884329
631,2U,4,No,Yes,2.468745,21.872931,-19.112926,9.353330,5.063237,0.026375,0.071262,-0.958455,0.274938
632,2U,4,No,Yes,2.405846,29.104341,-3.507599,4.622117,28.520088,-0.276010,-0.342732,-0.758080,-0.481319
633,2U,4,Yes,Yes,5.360465,7.155712,-4.766490,-5.289968,0.707827,0.060060,-0.932640,-0.354815,0.026115
634,2U,4,No,Yes,7.350302,31.003766,-9.586618,-14.869246,-25.460475,0.845772,-0.208992,-0.315228,0.376330
635,2U,4,No,Yes,2.298668,30.125807,14.420778,-15.137342,21.690234,0.491195,0.422281,-0.568363,-0.507315
636,2U,4,No,Yes,6.449052,15.599833,-7.708296,6.118827,12.103591,-0.608551,0.722309,0.307100,-0.116727
637,2U,4,No,Yes,2.345084,15.765698,3.522371,2.038819,-15.231328,0.317279,0.590241,-0.721185,-0.175619
638,2U,4,No,Yes,2.793177,15.440227,14.767197,-2.812937,3.523900,-0.449018,0.148835,0.120228,-0.872798
639,2U,4,No,Yes,5.453890,14.510439,1.270104,12.513344,7.235738,-0.921986,-0.180055,0.214961,-0.267047
640,2U,4,No,Yes,1.813077,17.166378,-7.540234,14.977186,-3.676044,0.018231,-0.975134,0.190130,0.112390
641,2U,4,Yes,Yes,0.518102,6.064812,0.303732,4.642041,3.891164,0.439924,0.560747,0.112018,0.692446
642,2U,4,No,Yes,4.459631,18.763908,-4.178382,-7.660792,-16.611371,-0.375086,-0.539169,0.126829,0.743318
643,2U,4,No,Yes,6.611075,19.472125,-13.690060,8.620249,-10.836845,0.263294,-0.868608,-0.213550,-0.361375
644,2U,4,No,Yes,3.595933,19.450655,-7.929485,-3.645136,17.382872,-0.341153,-0.229962,-0.858324,-0.306614
645,2U,4,No,Yes,4.459351,28.382818,19.728715,-1.128091,-20.373747,0.593085,0.139211,-0.674656,-0.416785
646,2U,4,No,Yes,5.072845,33.935167,-5.858159,6.169092,-32.851481,0.024290,0.871065,0.415111,-0.261415
647,2U,4,No,Yes,5.360917,14.919053,-14.559890,-3.253856,-0.012155,0.361577,0.285749,-0.868289,-0.183531
648,2U,4,No,Yes,5.360946,13.981125,-10.416832,8.642964,-3.501521,-0.251341,0.119850,-0.323744,-0.904242
649,2U,4,Yes,Yes,0.262222,2.033878,1.258202,-1.262952,0.979050,-0.070078,-0.867655,-0.095988,0.482752
650,2U,4,No,Yes,7.444111,30.797860,-28.762236,9.610106,5.374738,-0.778027,-0.408263,-0.475728,-0.040947
651,2U,4,No,Yes,6.449258,11.352147,7.323439,8.478255,-1.832398,0.314967,0.425689,-0.265476,-0.805672
652,2U,4,No,Yes,5.423644,14.780247,0.205296,-8.447264,12.126718,-0.212156,-0.766807,0.358266,0.488510
653,2U,4,No,Yes,3.753910,17.221561,9.863411,-6.978501,12.271749,-0.861911,-0.010656,-0.429320,0.269593
654,2U,4,No,Yes,4.396822,13.928915,9.195549,-3.295576,9.929538,-0.453610,-0.440535,-0.253082,-0.732199
655,2U,4,Yes,Yes,0.655517,7.003022,1.942426,5.287467,-4.160768,0.315680,-0.826732,0.440862,-0.150002
656,2U,4,No,Yes,0.967407,10.829096,-8.303523,-1.471868,-6.793705,-0.656744,-0.075783,0.706606,-0.252294
657,2U,4,No,Yes,5.008394,13.308614,-0.158604,-12.900335,-3.267323,0.205609,0.378333,-0.901333,0.046773
658,2U,4,No,Yes,5.454157,22.976740,11.204668,18.476005,7.811736,0.099487,0.870998,-0.432100,-0.211554
