Trial,Sat_Config,Total_Rods,Nominal,Reached_Steady_State,Lock_Day,W_Mag(deg/s),Wx,Wy,Wz,q0,q1,q2,q3
219,1U,4,Yes,Yes,0.066367,0.472269,-0.261732,-0.116125,-0.375566,-0.833082,-0.283218,-0.089766,0.466588
220,1U,4,No,Yes,0.455021,12.605327,-5.000303,3.040951,-11.164402,-0.176626,-0.748601,-0.327262,0.548907
221,1U,4,No,Yes,8.437244,19.129976,11.707660,-14.229385,-5.139189,-0.555630,0.122762,0.130018,-0.811973
222,1U,4,No,Yes,8.375365,18.410995,5.844612,16.389433,6.015956,0.012769,0.888328,0.416955,-0.191987
223,1U,4,No,Yes,8.725242,28.538491,15.227731,22.027849,9.865878,-0.020929,-0.720591,0.665555,-0.193255
224,1U,4,No,Yes,2.535089,16.850226,-2.093024,-16.572208,-2.216147,-0.195224,0.537048,-0.134486,-0.809556
225,1U,4,No,Yes,5.616455,10.225799,0.317865,-9.200898,-4.450775,-0.619220,-0.390096,0.505162,-0.457388
226,1U,4,No,Yes,2.183891,31.323504,-4.950097,21.387365,22.343658,-0.555054,-0.321235,0.761643,0.092861
227,1U,4,Yes,Yes,7.411820,4.461501,2.277627,3.412772,-1.752255,-0.230503,-0.835875,0.429112,-0.253071
228,1U,4,No,Yes,8.437272,14.833378,1.261645,14.028399,-4.652030,-0.377026,-0.397538,-0.634771,-0.544868
229,1U,4,Yes,Yes,0.201472,3.395875,2.120587,1.471861,-2.206513,-0.611870,0.086653,-0.461551,0.636456
230,1U,4,No,Yes,8.600226,22.084999,15.407571,-14.189637,-7.000581,0.966591,-0.253087,-0.007927,0.039822
231,1U,4,No,Yes,2.535062,27.352291,8.194412,-5.674572,-25.471527,0.882255,-0.237249,0.341796,0.220261
232,1U,4,No,Yes,1.443742,11.448371,-5.492520,-8.951776,4.556660,0.321492,0.811327,-0.176522,-0.455226
233,1U,4,Yes,Yes,0.245500,5.231420,4.467783,0.993373,2.533747,0.434698,0.648070,0.480728,0.399929
234,1U,4,Yes,Yes,0.074475,1.083857,-0.217335,0.681519,0.814275,0.331745,-0.823460,-0.274397,-0.369547
235,1U,4,No,Yes,8.436855,32.570584,0.651973,-21.746674,24.238400,0.322073,-0.560747,-0.558080,-0.519979
236,1U,4,Yes,Yes,2.791458,2.725304,1.143407,-1.818368,1.677331,0.582503,-0.642334,0.486086,-0.108713
237,1U,4,No,Yes,8.695986,34.573303,-17.141896,-22.438639,19.949340,-0.348472,-0.116983,0.908678,-0.197959
238,1U,4,Yes,Yes,2.504536,2.286848,-0.350958,0.628654,2.170552,0.894396,-0.054733,0.243047,0.371469
239,1U,4,No,Yes,2.344477,10.844094,-4.315048,-1.784230,9.787300,-0.750770,-0.097199,-0.634238,-0.156968
240,1U,4,No,Yes,1.830888,10.272729,-0.908104,4.203572,-9.329217,-0.083922,-0.787957,0.217115,-0.570037
241,1U,4,No,Yes,3.083025,21.523160,0.685236,-20.729039,5.751851,-0.000974,-0.763816,-0.645129,0.019815
242,1U,4,No,Yes,6.831921,23.964026,-22.400097,8.229285,2.188395,-0.408470,0.509125,0.635598,-0.412262
243,1U,4,Yes,Yes,1.764606,7.267238,6.599987,1.909221,-2.368078,-0.069122,0.257509,-0.727605,-0.632062
244,1U,4,No,Yes,0.493648,10.173718,-7.748675,-3.177243,-5.776479,0.268580,0.943289,0.194451,-0.016077
245,1U,4,No,Yes,8.473030,31.739885,-14.993574,-19.749635,-19.813253,0.926719,-0.194530,0.140129,-0.289332
246,1U,4,No,Yes,5.616471,16.787725,15.666450,4.126985,4.399780,-0.074212,0.531052,-0.843224,-0.038072
247,1U,4,No,Yes,0.557880,12.816311,6.749059,6.052360,-9.059635,0.489938,0.411838,-0.451710,-0.621536
248,1U,4,No,Yes,1.130928,24.219532,-0.555701,-23.923793,3.732162,0.314842,-0.019285,0.391567,0.864395
249,1U,4,No,Yes,7.636478,18.092781,7.085121,16.471692,2.415188,0.197417,0.223860,-0.497387,0.814567
250,1U,4,Yes,Yes,0.419745,7.517277,-5.956054,-4.004701,2.235452,-0.701115,-0.583641,-0.134247,-0.387012
251,1U,4,No,Yes,6.483541,22.316393,-11.386470,-7.201294,-17.790758,-0.579759,-0.509573,0.622910,-0.127274
252,1.5U,2,Yes,Yes,0.117745,0.189467,-0.078803,-0.172097,0.008386,-0.172325,0.406332,-0.287929,0.849880
253,1.5U,2,No,Yes,1.211942,9.172095,9.123003,0.934506,0.157650,0.163066,-0.672714,-0.707486,0.142583
254,1.5U,2,No,Yes,11.327400,17.922163,10.235664,-14.692660,-0.748899,0.022363,-0.688731,-0.328308,-0.646037
255,1.5U,2,No,Yes,10.523422,16.237778,-4.159183,-5.672907,-14.635053,-0.670240,0.470150,-0.025407,0.573665
256,1.5U,2,Yes,Yes,0.299043,1.602433,0.239208,-0.795952,-1.370048,-0.116628,0.565263,-0.809003,0.111311
257,1.5U,2,No,Yes,13.318780,32.543926,28.675735,9.826171,11.842960,-0.392137,0.379364,0.311532,0.777984
258,1.5U,2,Yes,Yes,0.422026,2.961952,0.943736,-1.740762,2.202787,0.116120,-0.868532,0.473913,-0.087035
259,1.5U,2,No,Yes,12.451654,24.157697,-18.171191,-7.801643,13.875752,0.314441,-0.408757,0.352686,-0.780805
260,1.5U,2,Yes,Yes,8.600149,3.381411,-1.565121,-2.166729,2.071140,-0.676084,0.528329,0.288773,0.424722
261,1.5U,2,No,Yes,10.715351,28.032757,-0.857306,27.466157,5.541725,0.244735,-0.936612,-0.234178,-0.089578
262,1.5U,2,No,Yes,7.605322,13.725353,11.419677,1.260176,7.509211,0.890353,0.239785,0.026873,0.386075
263,1.5U,2,No,Yes,8.533405,20.064933,19.808477,3.014278,1.067654,0.956192,0.277734,0.077160,-0.051051
264,1.5U,2,No,Yes,2.636148,27.176308,-14.233921,4.976918,-22.609234,-0.738281,0.365680,0.496280,-0.273726
265,1.5U,2,No,Yes,11.389127,18.267299,8.380827,-13.226031,-9.408935,0.555413,-0.177732,-0.430244,0.689070
266,1.5U,2,Yes,Yes,8.986486,2.788242,-2.363505,-1.451874,-0.283198,0.856300,-0.312993,0.410834,-0.001135
267,1.5U,2,Yes,Yes,0.827713,6.182063,2.106003,2.592737,5.201958,-0.603824,-0.113412,0.050178,0.787411
268,1.5U,2,Yes,Yes,10.425605,5.214242,1.052765,4.679269,-2.045590,0.794424,-0.506511,-0.326709,0.074815
269,1.5U,2,No,Yes,3.430494,9.041139,-8.449309,-0.179314,3.212355,0.126660,0.793023,-0.552199,-0.223938
270,1.5U,2,No,Yes,5.420306,24.294373,17.604016,-16.268237,3.957228,0.088655,0.793953,0.482994,0.358464
271,1.5U,2,No,Yes,12.415964,22.360966,-12.058097,-18.651174,2.597850,-0.157833,-0.664979,-0.331038,0.650619
272,1.5U,2,No,Yes,1.414633,8.670219,7.479128,4.009946,-1.776421,0.117732,0.648673,0.337452,0.671929
273,1.5U,2,Yes,Yes,0.423996,2.545500,-1.434233,-1.707450,-1.227665,0.095555,-0.347053,0.605166,-0.710069
274,1.5U,2,No,Yes,2.405874,9.887339,1.130372,-3.458930,-9.193342,0.700770,0.111632,0.676369,-0.197444
275,1.5U,2,No,Yes,10.492095,15.306269,4.944469,8.270390,11.892634,0.238702,0.941613,0.101815,0.214524
276,1.5U,2,No,Yes,4.459190,33.732257,24.769898,-17.146853,-15.175728,0.951500,-0.078593,0.077954,-0.287045
277,1.5U,2,No,Yes,2.352522,16.957692,-2.049731,-16.233368,4.454176,0.140631,-0.855014,-0.269003,-0.420488
278,1.5U,2,Yes,Yes,2.442771,6.853796,6.047292,0.556859,3.177215,0.342520,0.625053,-0.036078,-0.700491
279,1.5U,2,No,Yes,11.390704,20.502564,-0.330263,18.637846,8.536788,0.501542,0.135525,0.835555,-0.178707
280,1.5U,2,Yes,Yes,0.579876,4.663965,-2.486537,-0.107372,-3.944385,-0.496521,0.307330,-0.811791,0.003434
281,1.5U,2,No,Yes,11.327622,15.905388,-13.983988,-6.216791,-4.333699,-0.444658,-0.279396,-0.521821,0.672250
282,1.5U,2,No,Yes,1.761991,12.894920,-0.950067,-12.778026,-1.448578,-0.721513,-0.013520,0.271297,0.636894
283,1.5U,2,No,Yes,4.650856,20.909529,-14.242342,10.162909,-11.448991,0.433131,-0.187630,0.413075,0.778821
284,1.5U,2,No,Yes,4.055161,29.605717,-12.279914,-13.343521,23.401980,0.294674,-0.477045,-0.800540,0.211495
285,1.5U,2,No,Yes,6.706517,8.834078,-7.441903,4.294902,2.052517,-0.100798,0.582780,0.276135,-0.757599
286,1.5U,2,Yes,Yes,0.770340,5.075838,-4.027337,-0.714763,-3.005628,0.481425,0.216726,-0.297511,0.795454
287,1.5U,2,Yes,Yes,2.406228,5.056983,2.324848,4.149479,1.717551,0.451993,0.100205,0.876664,-0.130850
288,1.5U,2,No,Yes,11.327792,19.364438,7.808440,13.900476,10.990291,0.050381,-0.493437,-0.742328,-0.450479
289,1.5U,2,No,Yes,12.416058,25.449603,3.018046,-22.790158,10.917069,-0.818182,0.091404,-0.321825,0.467603
290,1.5U,2,No,Yes,2.406727,9.569440,-4.383045,4.182714,-7.407294,0.558055,0.402191,0.716095,-0.118425
291,1.5U,2,Yes,Yes,8.472256,3.441184,2.243073,2.383227,-1.063295,-0.516584,0.357146,-0.337999,-0.700960
292,1.5U,2,No,Yes,1.509447,8.795338,-7.401088,4.647847,-0.989639,-0.447153,-0.799464,0.152676,-0.370947
293,1.5U,2,No,Yes,5.680298,28.550824,19.516632,14.994321,-14.471384,0.809794,-0.451075,0.374027,0.029483
294,1.5U,2,No,Yes,12.004495,23.380888,-19.761414,6.559033,-10.636330,-0.481273,0.264815,-0.498444,0.670674
295,1.5U,2,No,Yes,12.416084,21.775367,-20.408087,7.180491,-2.473284,0.443291,-0.392069,-0.356013,-0.723208
296,1.5U,2,No,Yes,10.425358,10.663490,2.317700,6.909934,-7.784028,-0.694903,0.012531,0.678212,-0.238706
297,1.5U,2,No,Yes,4.622332,33.235850,-26.457931,-18.469108,-7.968168,-0.123836,-0.064578,0.752150,-0.644023
298,1.5U,2,No,Yes,11.328506,24.069472,9.036141,15.951537,-15.596028,-0.046627,0.944776,-0.070079,0.316723
299,1.5U,2,No,Yes,0.715991,10.484425,-2.827166,0.818071,10.062855,-0.822569,-0.132682,-0.068823,-0.548671
300,1.5U,2,No,Yes,2.022080,15.789290,-13.358528,-3.576355,-7.619782,0.183883,-0.853561,0.174229,-0.455264
301,1.5U,2,No,Yes,10.589497,11.804800,2.828640,11.415673,1.017109,0.670091,0.160426,-0.506565,-0.518298
302,1.5U,4,No,Yes,2.438702,22.269842,17.959956,-2.903549,12.843492,-0.656947,-0.193538,-0.702414,-0.193848
303,1.5U,4,No,Yes,6.323397,26.255195,-24.588230,4.094278,8.245671,0.303746,0.243435,-0.565302,0.727263
304,1.5U,4,No,Yes,5.455790,14.585642,10.352214,9.872325,-2.847772,-0.471120,0.436149,-0.680217,-0.353729
305,1.5U,4,Yes,Yes,0.462647,5.430827,5.421115,0.183342,-0.267926,0.688550,-0.439764,-0.570710,-0.082442
306,1.5U,4,No,Yes,5.971907,10.152959,9.757313,-2.803316,-0.137274,0.936486,-0.331405,0.113549,-0.016488
307,1.5U,4,No,Yes,3.592775,11.222085,-1.657028,-2.317279,10.854477,-0.887680,0.065799,0.450995,0.065564
308,1.5U,4,No,Yes,6.547129,27.456202,5.967901,-26.692737,2.392692,-0.318684,0.447872,0.827855,-0.111837
309,1.5U,4,No,Yes,6.385405,27.578317,15.991469,22.451804,-0.867779,-0.068239,-0.718858,-0.424844,0.545980
310,1.5U,4,No,Yes,3.017509,28.648177,7.315555,25.987541,9.583759,0.821062,0.430270,-0.179370,0.329470
311,1.5U,4,No,Yes,5.680481,15.908875,-9.175471,12.206879,-4.460394,-0.119839,-0.597235,-0.673605,0.418576
312,1.5U,4,Yes,Yes,1.445484,7.585441,-1.600899,-2.405315,-7.013594,-0.856672,-0.251582,-0.265631,0.363676
313,1.5U,4,Yes,Yes,2.726663,5.793887,0.529787,5.408724,2.008522,0.664054,-0.086510,-0.215104,-0.710829
314,1.5U,4,No,Yes,4.844785,32.090575,4.854994,-26.337763,17.679262,-0.132309,-0.253192,0.133763,-0.948944
315,1.5U,4,No,Yes,6.035505,21.583771,-10.306398,-17.869885,-6.348583,0.759296,0.025869,-0.049301,0.648359
316,1.5U,4,No,Yes,6.446972,29.069964,11.275143,12.759674,-23.561084,-0.424293,-0.884941,-0.164835,0.098412
317,1.5U,4,No,Yes,6.035172,10.652261,3.566590,9.958270,1.258160,-0.403332,-0.870197,-0.234334,-0.158648
318,1.5U,4,No,Yes,6.610500,20.535487,-18.588554,-2.172174,-8.453019,-0.011163,0.134173,0.873935,-0.467024
319,1.5U,4,No,Yes,6.386240,34.945558,20.052737,-22.730739,-17.389458,-0.666553,-0.020769,0.723874,0.176870
320,1.5U,4,No,Yes,5.421917,25.002389,-5.192450,23.910166,-5.144112,0.833914,-0.376508,-0.387079,0.114016
321,1.5U,4,No,Yes,5.422409,31.008178,-22.982986,18.823308,-8.886647,0.725382,-0.082930,-0.490141,-0.476136
322,1.5U,4,No,Yes,2.504413,14.440104,-13.508041,-2.917797,-4.187588,0.041408,-0.466293,-0.874732,0.125300
323,1.5U,4,No,Yes,1.991457,34.068597,-26.204552,9.541839,19.568956,0.987904,-0.073744,-0.136263,-0.006274
324,1.5U,4,Yes,Yes,1.381641,2.111085,0.051969,-1.876669,-0.965450,0.028568,-0.246517,0.641138,0.726193
325,1.5U,4,No,Yes,6.934005,32.470711,32.030854,-1.155074,5.199737,0.255756,-0.554405,0.035572,-0.791175
326,1.5U,4,No,Yes,1.258329,18.183265,13.544585,0.075359,-12.131351,0.047159,-0.197183,-0.198496,0.958903
327,1.5U,4,No,Yes,4.333440,15.678550,11.331904,-10.709800,-1.644714,0.831483,-0.482867,-0.228142,0.153054
328,1.5U,4,Yes,Yes,5.455887,8.490866,-6.609539,-3.299382,4.186034,0.753415,-0.439305,0.248340,-0.421550
329,1.5U,4,No,Yes,6.035226,20.083828,-4.016346,-18.499253,6.708707,-0.862552,0.108545,-0.488155,0.076987
330,1.5U,4,No,Yes,6.035457,17.352351,-4.862170,13.276873,-10.059227,-0.588810,-0.202415,0.455023,-0.636619
331,1.5U,4,No,Yes,7.411193,33.133514,-22.104855,14.177265,-20.204214,0.870244,-0.209790,-0.257508,-0.363805
332,1.5U,4,No,Yes,6.706064,32.136125,17.083293,-11.347836,24.741023,0.182289,-0.855566,0.257706,-0.410322
333,1.5U,4,No,Yes,6.447388,19.015188,9.005560,-15.101974,-7.239313,0.480898,0.237456,0.758217,0.370754
334,1.5U,4,Yes,Yes,5.421290,8.334780,-6.585720,-3.911054,-3.286412,0.164334,-0.755307,0.373244,-0.513026
335,1.5U,4,No,Yes,2.408119,26.618074,-24.652721,9.868236,1.839332,0.156969,-0.731091,-0.105623,-0.655524
336,1.5U,4,No,Yes,6.446380,15.413966,13.753346,-0.503361,-6.941359,-0.586215,0.182275,-0.113592,-0.781169
337,1.5U,4,No,Yes,6.642241,27.996738,-12.698629,5.000635,-24.444954,-0.394003,0.668989,0.084365,0.624578
338,1.5U,4,Yes,Yes,4.715157,4.113725,3.614345,0.895466,-1.748539,0.679065,0.425444,0.378473,0.463277
339,1.5U,4,No,Yes,6.705232,22.321156,-18.735629,-12.081508,1.116853,0.728723,0.020598,0.130939,0.671858
340,1.5U,4,No,Yes,3.432700,9.849697,8.288221,0.940326,-5.238102,-0.368085,0.709717,-0.050490,0.598553
341,1.5U,4,No,Yes,4.715867,9.280842,5.598588,3.489624,6.527815,0.792514,-0.398517,0.155342,0.434711
342,1.5U,4,Yes,Yes,1.443680,2.276204,1.562114,-1.632289,0.276651,-0.881033,0.231330,-0.110478,0.397571
343,1.5U,4,Yes,Yes,1.381556,2.626961,1.132921,1.928838,-1.377315,0.444731,-0.414375,0.767643,-0.203056
344,1.5U,4,No,Yes,0.544721,10.986004,3.824572,-1.575056,-10.177629,-0.421228,0.760576,-0.443539,-0.217632
345,1.5U,4,No,Yes,4.714469,12.982436,8.062017,-0.415299,10.167352,-0.121264,0.028683,-0.868903,-0.479041
346,1.5U,4,No,Yes,1.581148,20.776684,-19.635949,-6.659332,-1.324162,0.968575,-0.193348,-0.109145,0.112099
347,1.5U,4,No,Yes,1.571361,9.326175,-4.326695,7.749607,2.863710,-0.761939,-0.572107,0.075703,-0.293960
348,1.5U,4,No,Yes,3.432095,9.550023,-2.738660,-2.197347,8.881123,-0.604293,-0.741494,0.062291,-0.284844
349,1.5U,4,Yes,Yes,0.577920,7.491737,6.144307,-0.224907,-4.280541,0.311167,0.274287,-0.097293,-0.904697
350,1.5U,4,No,Yes,5.422525,15.124592,8.356421,12.017663,-3.807793,-0.773497,0.124935,0.601993,0.153939
351,1.5U,4,Yes,Yes,0.130902,0.394302,-0.237345,-0.290543,0.121351,0.607515,0.674851,0.411049,-0.080875
352,1.5U,4,No,Yes,5.422045,30.552715,2.946851,-10.046713,-28.702753,0.687438,0.327174,0.092442,0.641748
353,1.5U,4,No,Yes,3.592804,15.266301,-8.781971,12.057172,3.249851,0.730567,0.478257,-0.172866,0.455697
354,1.5U,4,No,Yes,2.407146,25.601687,2.355790,10.084878,23.413498,0.856967,-0.221249,-0.388658,-0.256128
355,1.5U,4,Yes,Yes,4.715725,8.093032,-0.228385,3.322806,-7.375904,-0.586100,-0.388926,0.357000,-0.614634
356,1.5U,4,No,Yes,6.323836,17.043846,-10.300096,13.565211,0.621097,0.067021,0.589488,-0.396503,0.700569
357,1.5U,4,No,Yes,5.972297,25.314257,-3.319920,23.935344,7.542486,-0.591232,0.163398,-0.583811,-0.531893
358,1.5U,4,No,Yes,6.705104,24.976437,-21.632491,-5.185672,11.356343,-0.404219,-0.205479,-0.322883,0.830742
359,1.5U,4,No,Yes,6.705569,30.763095,23.651062,-18.748366,-5.957692,-0.510549,-0.733250,0.165296,-0.417566
360,1.5U,4,No,Yes,5.455796,17.422237,14.589368,-7.841271,-5.403625,-0.528074,0.044242,0.445231,-0.721768
361,1.5U,4,Yes,Yes,0.356272,3.856962,3.447664,1.537353,-0.791400,-0.663485,-0.346814,-0.513501,0.419316
362,1.5U,4,Yes,Yes,0.131446,0.558288,-0.019018,0.367280,-0.420034,0.269164,0.857528,0.428361,-0.093289
363,1.5U,4,Yes,Yes,4.715489,3.689261,2.471482,1.237838,2.443395,0.471122,-0.734741,0.124378,-0.471943
364,1.5U,4,No,Yes,5.679398,14.883265,-9.372512,-4.011739,10.843134,-0.043035,0.699227,0.712648,0.036911
365,1.5U,4,No,Yes,7.445826,32.950951,17.144265,26.602382,9.173474,0.076900,0.497884,-0.456315,-0.733467
366,1.5U,4,Yes,Yes,0.195819,3.669488,-1.316425,1.914591,2.840161,-0.872357,-0.065634,0.298747,-0.381361
367,1.5U,4,Yes,Yes,2.406380,3.174943,-1.500942,-2.653782,0.885930,0.214124,0.923348,0.288512,-0.135426
368,1.5U,4,No,Yes,5.519620,14.530576,13.637652,-4.567672,2.070860,0.272678,0.773541,-0.562548,0.104018
369,1.5U,4,No,Yes,5.360481,22.749978,-21.208730,-7.320792,-3.762612,-0.557129,0.290009,0.353616,0.693151
370,1.5U,4,No,Yes,0.771425,12.802815,-8.421614,4.229460,-8.666035,0.025478,-0.774018,0.625484,0.094961
371,1.5U,4,No,Yes,5.971958,23.476513,9.043427,-19.561885,9.311054,0.446321,-0.045121,0.802379,-0.393637
372,1.5U,4,Yes,Yes,0.515722,8.044879,-4.051348,1.863327,-6.695870,0.137700,-0.537184,-0.831805,-0.023914
373,1.5U,4,No,Yes,6.484057,24.301614,5.870765,22.102499,-8.220833,0.052803,-0.444436,-0.296535,-0.843656
374,1.5U,4,Yes,Yes,4.044378,4.746663,-0.096636,-3.973421,2.594880,0.620664,-0.253178,0.035454,-0.741229
375,1.5U,4,Yes,Yes,5.680391,7.111140,-3.427089,-6.230133,-0.093901,0.429703,-0.158860,-0.873591,-0.164187
376,1.5U,4,No,Yes,3.432060,14.146015,5.273279,12.389670,-4.335706,0.061974,0.481473,-0.239603,-0.840794
377,1.5U,4,Yes,Yes,0.374363,4.146945,0.234582,0.175340,4.136590,-0.300386,-0.944922,-0.128961,0.016106
378,1.5U,4,No,Yes,2.504843,20.801346,-13.679590,-14.889353,4.885895,0.629219,0.191464,0.749177,0.078479
379,1.5U,4,No,Yes,6.705045,28.141405,-25.722858,6.892469,9.097643,0.710200,-0.666959,-0.224049,0.024172
380,1.5U,4,Yes,Yes,0.577410,7.173023,3.824551,5.782270,1.841310,-0.734632,-0.131838,-0.057469,0.663047
381,1.5U,4,No,Yes,2.407646,20.485579,-5.441660,-19.517767,3.017294,-0.225034,0.545570,-0.609744,-0.529081
382,1.5U,4,No,Yes,5.422430,26.389272,-5.812501,-5.202963,25.209873,-0.413875,0.164287,-0.437649,0.781141
383,1.5U,4,No,Yes,6.035201,15.397063,-11.717916,-3.942474,9.176977,0.320046,0.405481,-0.479004,0.709726
384,1.5U,4,No,Yes,3.371715,27.495925,-10.598224,14.935174,20.509610,-0.625106,0.713657,-0.203393,0.242006
385,1.5U,4,Yes,Yes,0.232714,2.905870,-1.798016,-0.803497,-2.136730,0.581728,0.027139,0.722861,-0.371925
386,1.5U,4,No,Yes,6.642370,25.837104,-2.078884,18.903478,-17.489790,-0.669162,-0.131986,0.585549,0.438103
387,1.5U,4,No,Yes,6.642443,20.719331,-11.809380,-16.960737,1.470590,0.660632,-0.512777,0.546645,-0.042480
388,1.5U,4,No,Yes,0.553108,11.726344,0.117727,3.394776,-11.223582,-0.829345,0.243761,-0.490719,0.109366
389,1.5U,4,No,Yes,6.035584,10.192470,8.020371,-5.615005,2.834045,0.442947,-0.650268,0.193463,0.586107
390,1.5U,4,No,Yes,7.410741,31.403809,4.531631,30.943469,-2.857493,-0.422047,-0.450043,0.478475,0.624819
391,1.5U,4,Yes,Yes,0.194083,2.049470,-1.690787,-0.574474,1.005755,0.642230,0.680343,0.247116,0.252207
392,1.5U,4,No,Yes,2.345906,12.776240,5.778183,-10.470068,4.496952,-0.009209,-0.471098,-0.365271,-0.802844
393,1.5U,4,Yes,Yes,0.547747,6.979897,-5.284556,3.649297,2.734055,0.544800,-0.183686,-0.085716,0.813699
394,1.5U,4,No,Yes,6.035326,17.827250,1.523323,-10.375202,14.416848,0.826985,-0.248813,-0.243188,-0.441643
395,1.5U,4,No,Yes,5.421775,17.007159,-5.708511,-15.119483,5.296944,-0.098335,0.443934,-0.478641,0.751103
396,1.5U,4,No,Yes,5.455593,10.782662,-4.179115,9.187111,-3.794441,-0.009514,-0.379192,-0.917412,-0.120326
397,1.5U,4,Yes,Yes,5.680466,7.431220,-6.029904,-3.030455,3.111210,-0.800514,0.011416,0.537759,-0.264314
398,1.5U,4,No,Yes,5.422397,25.946865,-24.399191,-4.886827,-7.351067,0.810792,0.275364,-0.386494,0.342657
399,1.5U,4,No,Yes,0.773116,13.127032,1.811291,-8.815961,-9.555995,0.383959,-0.715922,0.582957,-0.013861
400,1.5U,4,No,Yes,1.517726,23.405512,-6.956530,18.622826,-12.353745,0.062981,0.069801,0.920278,-0.379802
401,1.5U,4,No,Yes,6.034602,25.522079,-11.174946,2.320192,-22.827918,-0.664420,0.519824,0.073574,-0.531898
402,1.5U,4,Yes,Yes,0.081513,1.780017,-0.065395,-0.461317,1.717956,0.598383,0.007881,-0.710571,-0.370087
403,1.5U,4,Yes,Yes,1.540652,6.383075,1.965939,2.328450,-5.608658,-0.113092,-0.274186,-0.788850,-0.538282
404,1.5U,4,No,Yes,3.370281,23.408878,-18.795508,13.394408,-3.910791,-0.225605,-0.480200,0.846712,0.039868
405,1.5U,4,No,Yes,6.704991,24.555418,-14.446557,-13.249745,-14.788841,-0.002334,0.472862,0.811410,-0.343526
406,1.5U,4,No,Yes,1.377646,32.137503,2.032978,-12.704216,29.449771,-0.236869,-0.822980,0.395379,-0.332072
407,1.5U,4,No,Yes,5.455745,29.833016,0.313203,-27.761931,10.917230,-0.232884,0.336606,0.202998,0.889524
408,1.5U,4,No,Yes,5.422383,17.277548,7.139591,15.729975,-0.328311,0.533956,0.765550,-0.091257,-0.347125
409,1.5U,4,Yes,Yes,0.865475,7.393326,4.411449,-3.965940,4.412676,0.208032,0.899586,-0.045007,0.381369
410,1.5U,4,No,Yes,3.017022,31.059057,5.562294,26.203193,15.720006,0.536540,-0.190854,0.238865,0.786538
411,1.5U,4,No,Yes,2.059989,29.587651,11.136411,-26.986661,-4.809323,-0.177910,-0.130980,-0.313742,-0.923449
412,1.5U,4,No,Yes,2.267161,33.073854,21.956952,-21.221949,12.704368,-0.151937,0.077987,-0.904749,-0.390207
413,1.5U,4,No,Yes,3.371282,22.987459,-4.171083,-22.455344,2.604399,-0.415039,-0.716365,0.032821,-0.559899
414,1.5U,4,Yes,Yes,0.041980,1.005649,0.348148,0.521792,0.786038,0.094609,-0.085736,-0.252567,0.959119
415,1.5U,4,Yes,Yes,0.233414,2.204442,1.143561,-1.478159,-1.169138,0.211498,0.908140,-0.216267,-0.289445
416,1.5U,4,No,Yes,5.680476,13.216332,-7.192235,-4.168769,-10.274461,-0.353059,0.266273,0.329966,0.834008
417,1.5U,4,Yes,Yes,1.286804,0.664223,0.590749,-0.302136,0.030348,0.169782,-0.212858,0.831690,0.483897
418,1.5U,4,No,Yes,0.488350,11.218372,-1.254273,4.347724,10.265280,0.946053,0.049426,-0.086585,-0.308292
419,1.5U,4,No,Yes,6.035353,10.155916,7.531059,-6.533051,-1.935203,0.274552,-0.549540,0.570580,0.545037
420,1.5U,4,No,Yes,1.540053,11.047607,-0.743604,-9.679424,-5.273084,-0.559532,-0.264256,-0.249003,0.745044
421,1.5U,4,No,Yes,3.370210,23.897370,13.528956,-14.258028,13.592656,-0.224082,0.573837,0.684243,0.390268
422,1.5U,4,Yes,Yes,1.381552,8.654021,-1.777355,-7.355507,4.198763,0.705535,-0.069445,-0.174212,-0.683409
423,1.5U,4,No,Yes,6.546849,11.799863,0.190062,11.791908,0.389309,-0.660406,-0.072678,0.241779,-0.707195
424,1.5U,4,No,Yes,6.483591,28.569053,-2.486867,-28.369966,2.269651,0.586892,0.231320,-0.452668,0.630191
425,1.5U,4,No,Yes,6.035498,26.531906,-23.821471,8.834140,-7.644445,-0.765516,-0.637667,0.028066,0.081100
426,1.5U,4,No,Yes,2.181948,30.510630,-26.858142,13.444030,-5.366263,-0.184953,-0.529832,-0.206020,0.801639
427,1.5U,4,No,Yes,6.673206,33.392130,0.615938,-32.129512,-9.074658,0.724431,-0.185390,-0.367404,0.553032
428,1.5U,4,No,Yes,7.410879,28.644843,26.666734,-9.890491,-3.404488,-0.217748,0.571936,0.737795,-0.284840
429,1.5U,4,No,Yes,2.693987,12.709406,-9.361648,6.950965,5.056939,0.042372,0.825235,-0.444258,-0.346160
430,1.5U,4,Yes,Yes,0.415366,5.457720,0.700285,4.534896,2.954832,-0.205664,0.761849,0.394296,0.470977
431,1.5U,4,No,Yes,6.705084,32.359938,-0.687856,25.075692,20.442655,-0.569239,0.124614,0.485115,-0.651998
432,1.5U,4,No,Yes,5.710274,31.628120,22.063662,3.769313,22.345583,0.096209,0.372397,0.098573,-0.917795
433,1.5U,4,No,Yes,1.156030,16.735556,-14.826605,-0.498176,-7.746125,-0.456577,0.430022,0.482119,-0.611703
434,1.5U,4,No,Yes,4.396673,12.372260,-3.422295,-1.851473,11.744478,0.779894,0.382450,-0.412971,-0.273773
435,1.5U,4,No,Yes,6.642436,32.662408,14.942800,-7.614102,-28.028041,0.704263,0.040284,-0.421610,-0.569768
436,1.5U,4,Yes,Yes,5.422523,8.297636,3.750277,-3.105011,-6.719009,-0.392620,-0.182566,-0.756948,-0.489438
